User_ID,Experiment_ID,Variant,Experiment_Date,Device,Country,Sessions,Exposures,Conversion,Revenue
10137,EXP101,Treatment,2026-02-25,Mobile,India,6.0,1,0,0.0
10138,EXP102,Treatment,2026-02-28,Desktop,USA,7.0,3,0,0.0
10139,EXP102,Control,2026-01-28,Mobile,India,4.0,4,0,0.0
10140,EXP101,Treatment,2026-01-01,Mobile,India,7.0,3,0,0.0
10141,EXP102,Treatment,2026-02-11,Mobile,India,1.0,1,0,0.0
10142,EXP101,Control,2026-01-18,Mobile,India,5.0,4,0,0.0
10143,EXP101,Control,2026-02-17,Desktop,UK,7.0,3,0,0.0
10144,EXP101,Control,2026-02-09,Mobile,USA,2.0,3,0,0.0
10145,EXP101,Control,2026-02-02,Mobile,USA,2.0,4,0,0.0
10146,EXP101,Control,2026-01-12,Desktop,India,1.0,2,0,0.0
10147,EXP101,Treatment,2026-01-08,Mobile,India,4.0,4,0,0.0
10148,EXP101,Treatment,2026-01-24,Mobile,India,5.0,2,0,0.0
10149,EXP101,Control,2026-01-16,Tablet,Canada,3.0,1,1,1059.1
10150,EXP102,Control,2026-02-19,Desktop,India,1.0,1,0,0.0
10151,EXP102,Treatment,2026-01-04,Mobile,UK,4.0,4,0,0.0
10152,EXP101,Control,2026-02-07,Tablet,USA,3.0,4,0,0.0
10153,EXP102,Control,2026-02-13,Desktop,India,2.0,1,0,0.0
10154,EXP102,Control,2026-01-27,Mobile,USA,2.0,2,0,0.0
10155,EXP102,Treatment,2026-01-09,Mobile,India,3.0,1,0,0.0
10156,EXP102,Control,2026-02-16,Desktop,UK,1.0,4,0,0.0
10157,EXP102,Treatment,2026-01-16,Desktop,Canada,2.0,1,0,0.0
10158,EXP102,Treatment,2026-02-25,Mobile,India,5.0,4,0,0.0
10159,EXP101,Control,2026-01-12,Desktop,India,6.0,4,0,0.0
10160,EXP102,Treatment,2026-01-31,Desktop,USA,7.0,1,0,0.0
10161,EXP102,Control,2026-01-24,Mobile,Canada,3.0,2,0,0.0
10162,EXP102,Treatment,2026-02-24,Mobile,India,3.0,3,0,0.0
10163,EXP102,Treatment,2026-01-14,Mobile,USA,2.0,1,1,230.48
10164,EXP101,Treatment,2026-02-14,Desktop,USA,1.0,3,0,0.0
10165,EXP101,Control,2026-01-25,Mobile,USA,5.0,1,0,0.0
10166,EXP101,Treatment,2026-02-03,Mobile,India,1.0,3,0,0.0
10167,EXP101,Control,2026-01-03,Desktop,USA,4.0,2,1,1860.44
10168,EXP102,Control,2026-02-27,Desktop,Canada,4.0,2,0,0.0
10169,EXP101,Control,2026-01-24,Mobile,India,6.0,1,1,1325.57
10170,EXP101,Treatment,2026-02-23,Desktop,India,2.0,4,0,0.0
10171,EXP101,Treatment,2026-02-11,Mobile,Canada,2.0,3,0,0.0
10172,EXP101,Control,2026-01-09,Desktop,India,2.0,4,0,0.0
10173,EXP102,Treatment,2026-01-26,Mobile,UK,6.0,4,0,0.0
10174,EXP101,Control,2026-01-20,Mobile,India,4.0,4,0,0.0
10175,EXP102,Treatment,2026-02-09,Desktop,India,1.0,2,1,882.61
10176,EXP101,Control,2026-01-10,Mobile,UK,6.0,1,1,1445.15
10177,EXP102,Treatment,2026-01-19,Mobile,India,6.0,1,0,0.0
10178,EXP102,Control,2026-01-03,Desktop,India,1.0,2,0,0.0
10179,EXP101,Treatment,2026-01-24,Desktop,India,2.0,2,1,1884.55
10180,EXP101,Control,2026-01-05,Desktop,USA,5.0,1,0,0.0
10181,EXP101,Control,2026-01-03,Desktop,India,1.0,4,0,0.0
10182,EXP101,Control,2026-02-27,Mobile,India,4.0,3,0,0.0
10183,EXP102,Treatment,2026-01-27,Mobile,Canada,3.0,3,0,0.0
10184,EXP102,Treatment,2026-01-16,Mobile,India,3.0,3,1,472.35
10185,EXP101,Control,2026-02-18,Mobile,USA,7.0,4,0,0.0
10186,EXP101,Treatment,2026-01-15,Tablet,India,7.0,1,0,0.0
10187,EXP102,Treatment,2026-02-04,Mobile,UK,6.0,2,0,0.0
10188,EXP101,Treatment,2026-01-12,Mobile,India,3.0,1,0,0.0
10189,EXP102,Treatment,2026-02-10,Mobile,Canada,5.0,4,1,815.48
10190,EXP101,Control,2026-02-22,Tablet,India,2.0,2,0,0.0
10191,EXP102,Control,2026-02-13,Mobile,India,4.0,4,0,0.0
10192,EXP102,Treatment,2026-01-26,Mobile,India,7.0,3,0,0.0
10193,EXP102,Treatment,2026-02-16,Mobile,India,5.0,3,0,0.0
10194,EXP102,Treatment,2026-02-03,Desktop,India,4.0,4,1,1153.89
10195,EXP102,Control,2026-01-23,Mobile,India,4.0,2,0,0.0
10196,EXP101,Control,2026-01-31,Desktop,UK,2.0,2,0,0.0
10197,EXP102,Treatment,2026-02-19,Tablet,India,6.0,1,0,0.0
10198,EXP101,Treatment,2026-01-20,Mobile,India,3.0,3,1,1147.29
10199,EXP102,Treatment,2026-01-12,Desktop,USA,2.0,1,0,0.0
10200,EXP102,Treatment,2026-01-23,Tablet,USA,5.0,1,0,0.0
10201,EXP101,Treatment,2026-01-04,Desktop,India,6.0,4,0,0.0
10202,EXP101,Control,2026-01-23,Mobile,India,5.0,4,0,0.0
10203,EXP101,Control,2026-02-17,Mobile,India,6.0,1,0,0.0
10204,EXP101,Treatment,2026-02-24,Desktop,USA,7.0,3,0,0.0
10205,EXP102,Treatment,2026-02-17,Mobile,USA,5.0,4,0,0.0
10206,EXP101,Control,2026-01-01,Desktop,India,2.0,1,0,0.0
10207,EXP102,Control,2026-02-23,Tablet,UK,6.0,1,0,0.0
10208,EXP101,Treatment,2026-01-25,Tablet,UK,6.0,1,0,0.0
10209,EXP101,Control,2026-01-02,Mobile,USA,4.0,1,0,0.0
10210,EXP102,Control,2026-01-30,Mobile,UK,4.0,1,0,0.0
10211,EXP102,Treatment,2026-01-03,Tablet,India,1.0,1,0,0.0
10212,EXP101,Treatment,2026-02-27,Desktop,India,5.0,4,0,0.0
10213,EXP102,Treatment,2026-01-21,Mobile,India,4.0,3,0,0.0
10214,EXP102,Control,2026-01-25,Tablet,India,1.0,1,0,0.0
10215,EXP102,Treatment,2026-01-20,Desktop,India,7.0,2,0,0.0
10216,EXP102,Control,2026-02-18,Mobile,Canada,7.0,4,0,0.0
10217,EXP102,Control,2026-02-21,Mobile,India,4.0,4,0,0.0
10218,EXP102,Treatment,2026-01-22,Mobile,India,5.0,1,0,0.0
10219,EXP102,Treatment,2026-01-21,Mobile,India,6.0,4,0,0.0
10220,EXP102,Treatment,2026-02-02,Mobile,Canada,3.0,1,0,0.0
10221,EXP101,Treatment,2026-02-21,Desktop,India,5.0,3,1,1138.67
10222,EXP102,Treatment,2026-02-07,Mobile,India,2.0,3,0,0.0
10223,EXP101,Control,2026-01-15,Mobile,India,7.0,4,0,0.0
10224,EXP102,Control,2026-02-27,Mobile,India,4.0,4,1,1843.67
10225,EXP102,Control,2026-02-27,Mobile,Canada,4.0,2,0,0.0
10226,EXP102,Control,2026-02-15,Tablet,Canada,6.0,4,0,0.0
10227,EXP102,Treatment,2026-02-21,Mobile,India,2.0,2,0,0.0
10228,EXP101,Control,2026-01-15,Mobile,Canada,6.0,3,0,0.0
10229,EXP101,Treatment,2026-02-15,Desktop,USA,2.0,3,0,0.0
10230,EXP102,Treatment,2026-01-25,Mobile,UK,3.0,1,0,0.0
10231,EXP101,Treatment,2026-01-21,Mobile,India,7.0,3,0,0.0
10232,EXP102,Treatment,2026-01-24,Mobile,India,4.0,2,0,0.0
10233,EXP102,Treatment,2026-02-26,Mobile,India,4.0,4,0,0.0
10234,EXP101,Control,2026-02-27,Mobile,USA,3.0,1,0,0.0
10235,EXP101,Control,2026-01-05,Mobile,India,1.0,2,0,0.0
10236,EXP102,Treatment,2026-01-06,Mobile,India,7.0,4,0,0.0
10237,EXP102,Control,2026-02-18,Tablet,India,6.0,1,0,0.0
10238,EXP101,Control,2026-02-12,Mobile,USA,3.0,3,1,1313.99
10239,EXP102,Treatment,2026-02-17,Mobile,India,6.0,2,0,0.0
10240,EXP101,Control,2026-02-13,Desktop,USA,5.0,4,0,0.0
10241,EXP102,Treatment,2026-02-16,Mobile,Canada,4.0,1,1,1689.88
10242,EXP102,Treatment,2026-01-23,Desktop,India,6.0,1,0,0.0
10243,EXP101,Treatment,2026-01-04,Mobile,USA,2.0,3,0,0.0
10244,EXP101,Control,2026-01-27,Tablet,India,6.0,4,0,0.0
10245,EXP101,Control,2026-01-18,Mobile,UK,5.0,3,1,296.57
10246,EXP102,Treatment,2026-01-21,Mobile,India,7.0,3,0,0.0
10247,EXP102,Control,2026-01-28,Mobile,USA,4.0,4,0,0.0
10248,EXP102,Treatment,2026-02-04,Tablet,UK,3.0,4,1,1909.09
10249,EXP102,Treatment,2026-01-22,Mobile,Canada,5.0,4,0,0.0
10250,EXP101,Treatment,2026-02-09,Mobile,USA,4.0,2,0,0.0
10251,EXP102,Control,2026-01-23,Mobile,India,6.0,4,0,0.0
10252,EXP102,Control,2026-01-03,Desktop,USA,7.0,1,0,0.0
10253,EXP102,Treatment,2026-02-09,Mobile,UK,1.0,3,0,0.0
10254,EXP101,Control,2026-02-19,Desktop,USA,7.0,2,0,0.0
10255,EXP102,Control,2026-01-10,Mobile,India,1.0,4,0,0.0
10256,EXP102,Treatment,2026-01-25,Mobile,Canada,2.0,2,0,0.0
10257,EXP101,Treatment,2026-02-21,Mobile,USA,7.0,4,0,0.0
10258,EXP102,Treatment,2026-02-18,Mobile,USA,4.0,2,0,0.0
10259,EXP102,Treatment,2026-01-08,Mobile,India,1.0,3,0,0.0
10260,EXP101,Control,2026-02-24,Mobile,USA,3.0,3,0,0.0
10261,EXP102,Treatment,2026-01-11,Desktop,India,4.0,1,0,0.0
10262,EXP102,Treatment,2026-01-05,Mobile,USA,3.0,1,0,0.0
10263,EXP102,Control,2026-02-27,Mobile,India,7.0,4,0,0.0
10264,EXP101,Treatment,2026-02-14,Mobile,USA,3.0,3,0,0.0
10265,EXP102,Treatment,2026-02-22,Mobile,Canada,1.0,2,0,0.0
10266,EXP102,Treatment,2026-02-24,Mobile,India,4.0,2,0,0.0
10267,EXP101,Treatment,2026-02-06,Mobile,Canada,6.0,2,0,0.0
10268,EXP101,Treatment,2026-02-25,Mobile,India,5.0,1,0,0.0
10269,EXP102,Control,2026-02-28,Desktop,UK,1.0,2,0,0.0
10270,EXP102,Control,2026-02-14,Tablet,UK,1.0,1,0,0.0
10271,EXP102,Treatment,2026-02-07,Mobile,USA,6.0,1,0,0.0
10272,EXP102,Treatment,2026-01-29,Mobile,USA,4.0,4,1,1653.57
10273,EXP101,Treatment,2026-01-05,Desktop,UK,4.0,2,0,0.0
10274,EXP102,Treatment,2026-01-09,Mobile,India,7.0,2,0,0.0
10275,EXP101,Treatment,2026-02-28,Mobile,India,3.0,3,0,0.0
10276,EXP101,Treatment,2026-02-17,Mobile,USA,7.0,4,0,0.0
10277,EXP102,Treatment,2026-01-02,Desktop,UK,6.0,3,0,0.0
10278,EXP102,Treatment,2026-01-01,Desktop,UK,7.0,4,0,0.0
10279,EXP101,Treatment,2026-02-09,Mobile,UK,6.0,2,0,0.0
10280,EXP101,Treatment,2026-03-01,Mobile,India,4.0,1,1,1005.47
10281,EXP102,Treatment,2026-02-20,Mobile,UK,3.0,1,0,0.0
10282,EXP101,Control,2026-01-30,Desktop,India,7.0,1,1,1944.55
10283,EXP102,Control,2026-01-11,Mobile,India,1.0,1,0,0.0
10284,EXP102,Control,2026-01-28,Mobile,India,2.0,1,0,0.0
10285,EXP101,Treatment,2026-02-13,Desktop,India,5.0,3,0,0.0
10286,EXP101,Control,2026-01-12,Mobile,India,1.0,4,0,0.0
10287,EXP102,Control,2026-02-08,Desktop,India,4.0,2,0,0.0
10288,EXP101,Treatment,2026-01-26,Mobile,USA,5.0,3,1,998.01
10289,EXP102,Control,2026-01-13,Mobile,India,2.0,4,0,0.0
10290,EXP102,Treatment,2026-02-28,Mobile,India,2.0,1,0,0.0
10291,EXP102,Control,2026-01-08,Desktop,India,3.0,4,0,0.0
10292,EXP101,Control,2026-02-23,Desktop,India,5.0,4,0,0.0
10293,EXP102,Treatment,2026-01-28,Desktop,India,3.0,1,0,0.0
10294,EXP102,Control,2026-02-27,Mobile,India,1.0,1,0,0.0
10295,EXP102,Control,2026-01-30,Desktop,USA,6.0,1,0,0.0
10296,EXP102,Treatment,2026-01-09,Mobile,USA,6.0,2,0,0.0
10297,EXP102,Treatment,2026-02-08,Mobile,USA,6.0,1,0,0.0
10298,EXP102,Control,2026-01-31,Desktop,India,5.0,2,0,0.0
10299,EXP102,Treatment,2026-02-27,Mobile,India,6.0,1,0,0.0
10300,EXP102,Control,2026-01-21,Mobile,UK,1.0,2,0,0.0
10301,EXP102,Control,2026-02-25,Mobile,India,3.0,4,0,0.0
10302,EXP102,Treatment,2026-02-16,Mobile,India,5.0,3,1,1553.56
10303,EXP102,Treatment,2026-02-03,Mobile,India,3.0,4,0,0.0
10304,EXP101,Treatment,2026-02-24,Mobile,India,5.0,4,1,1579.47
10305,EXP102,Treatment,2026-01-31,Mobile,India,3.0,1,0,0.0
10306,EXP102,Treatment,2026-02-21,Desktop,India,2.0,2,0,0.0
10307,EXP102,Treatment,2026-01-25,Desktop,USA,3.0,3,0,0.0
10308,EXP101,Control,2026-01-12,Mobile,India,6.0,1,1,1915.23
10309,EXP102,Treatment,2026-01-01,Mobile,USA,2.0,1,0,0.0
10310,EXP101,Control,2026-02-24,Mobile,UK,3.0,1,0,0.0
10311,EXP102,Control,2026-01-22,Mobile,UK,5.0,4,0,0.0
10312,EXP102,Control,2026-02-09,Mobile,USA,5.0,2,0,0.0
10313,EXP101,Control,2026-02-06,Desktop,Canada,5.0,2,0,0.0
10314,EXP102,Treatment,2026-02-16,Mobile,India,4.0,3,0,0.0
10315,EXP101,Treatment,2026-01-01,Mobile,India,1.0,2,1,1191.5
10316,EXP101,Treatment,2026-01-01,Mobile,India,5.0,2,0,0.0
10317,EXP102,Control,2026-02-26,Mobile,USA,2.0,1,0,0.0
10318,EXP102,Control,2026-02-11,Tablet,UK,5.0,1,0,0.0
10319,EXP102,Control,2026-02-23,Desktop,India,4.0,4,0,0.0
10320,EXP102,Control,2026-02-11,Mobile,Canada,6.0,1,0,0.0
10321,EXP101,Treatment,2026-01-21,Desktop,India,2.0,1,0,0.0
10322,EXP101,Treatment,2026-01-15,Mobile,Canada,4.0,1,0,0.0
10323,EXP102,Treatment,2026-01-17,Desktop,India,6.0,1,1,1265.16
10324,EXP101,Control,2026-01-22,Desktop,India,7.0,4,1,840.45
10325,EXP101,Treatment,2026-02-07,Mobile,India,7.0,1,0,0.0
10326,EXP102,Treatment,2026-02-04,Mobile,India,2.0,3,1,2094.67
10327,EXP101,Treatment,2026-02-14,Mobile,India,3.0,3,0,0.0
10328,EXP101,Treatment,2026-01-16,Mobile,India,1.0,3,0,0.0
10329,EXP102,Control,2026-01-08,Desktop,UK,1.0,3,0,0.0
10330,EXP101,Control,2026-02-16,Mobile,India,4.0,1,0,0.0
10331,EXP102,Control,2026-01-17,Mobile,India,6.0,3,0,0.0
10332,EXP101,Treatment,2026-01-17,Desktop,USA,1.0,1,0,0.0
10333,EXP102,Control,2026-02-23,Tablet,USA,6.0,4,0,0.0
10334,EXP101,Control,2026-01-26,Mobile,India,6.0,3,0,0.0
10335,EXP101,Control,2026-01-13,Mobile,India,4.0,2,0,0.0
10336,EXP102,Control,2026-01-17,Mobile,India,4.0,3,0,0.0
10337,EXP102,Treatment,2026-02-07,Mobile,India,4.0,3,1,1267.18
10338,EXP102,Treatment,2026-01-17,Tablet,USA,1.0,1,0,0.0
10339,EXP102,Control,2026-02-17,Mobile,India,7.0,3,0,0.0
10340,EXP101,Control,2026-01-14,Mobile,India,4.0,2,0,0.0
10341,EXP101,Control,2026-02-14,Mobile,USA,1.0,1,0,0.0
10342,EXP101,Control,2026-01-06,Mobile,India,4.0,1,0,0.0
10343,EXP102,Control,2026-02-04,Desktop,USA,5.0,4,0,0.0
10344,EXP101,Control,2026-02-15,Desktop,India,6.0,4,0,0.0
10345,EXP101,Control,2026-01-14,Mobile,Canada,4.0,3,1,1186.67
10346,EXP102,Treatment,2026-02-16,Mobile,India,2.0,4,0,0.0
10347,EXP102,Treatment,2026-01-08,Mobile,UK,6.0,4,0,0.0
10348,EXP101,Control,2026-01-15,Tablet,USA,6.0,4,0,0.0
10349,EXP102,Control,2026-02-23,Desktop,India,4.0,1,1,1203.77
10350,EXP101,Treatment,2026-01-27,Mobile,USA,7.0,1,0,0.0
10351,EXP101,Treatment,2026-01-13,Desktop,Canada,3.0,1,0,0.0
10352,EXP102,Treatment,2026-02-18,Desktop,USA,7.0,4,0,0.0
10353,EXP101,Treatment,2026-01-31,Mobile,UK,4.0,1,0,0.0
10354,EXP102,Control,2026-02-22,Tablet,UK,6.0,4,0,0.0
10355,EXP102,Control,2026-02-25,Mobile,India,2.0,1,0,0.0
10356,EXP101,Treatment,2026-02-04,Mobile,India,6.0,1,0,0.0
10357,EXP101,Control,2026-03-01,Mobile,USA,7.0,2,0,0.0
10358,EXP101,Treatment,2026-01-06,Mobile,India,2.0,3,0,0.0
10359,EXP102,Treatment,2026-01-05,Mobile,UK,1.0,4,1,2043.1
